date,Neil deGrasse Tyson,Cristiano Ronaldo,Earl K. Sneed,Neil deGrasse Tyson,Cristiano Ronaldo,Earl K. Sneed,Donald Trump,George H.W. Bush,Justin Caldbeck,Borris Miles,Dan Johnson,Ed Murray,Bobby Scott,Hadrian Belove,Shadie Elnashai,T. Florian Jaeger,Corey Lewandowski,Cristina Garcia,Tony Cárdenas,Corey Coleman,David Marchant,Tom Frieden,David Keyes,Eric Bauman,Travis Kalanick,Dave McClure,Roman Polanski,Chris Sacca,Neil deGrasse Tyson,Cristiano Ronaldo,Earl K. Sneed,Donald Trump,George H.W. Bush,Justin Caldbeck,Borris Miles,Dan Johnson,Ed Murray,Bobby Scott,Hadrian Belove,Shadie Elnashai,T. Florian Jaeger,Corey Lewandowski,Cristina Garcia,Tony Cárdenas,Corey Coleman,David Marchant,Tom Frieden,David Keyes,Eric Bauman,Travis Kalanick,Dave McClure,Roman Polanski,Chris Sacca,Harold Ford Jr.,Bob Weinstein,Chris Savino,Cliff Hite,Lars von Trier,Andy Rubin,Bill O'Reilly,Scott Courtney,Tyler Grasham,Sean Hannity,James Toback,Terry Richardson,Caleb Jennings,Ethan Kath,Leon Wieseltier,Steve Jurvetson,Erick Guerrero,Eric Bolling,Knight Landesman,Ken Baker,Charles Payne,Rick Najera,Kirt Webster,Harry Knowles,Hamilton Fish,David Corn,Kaj Larsen,Ira Silverstein,John Hockenberry,Paul Whalen,Todd F. Heatherton,William M. Kelley,Adrian Carrasquillo,Dustin Hoffman,Jeff Hoover,Robert Moore,Ryan Seacrest,David Guillod,Kendall Fells,Alex Jones,Neil deGrasse Tyson,Robert Moore,Ryan Seacrest,David Guillod,Kendall Fells,Alex Jones,Adam Venit,Howie Rubin,Jack Latvala,Robert Moore,Ryan Seacrest,David Guillod,Kendall Fells,Alex Jones,Adam Venit,Howie Rubin,Jack Latvala,Michael Hafford,Tom Brokaw,Christian Rodriguez,Don Shooter,Dwayne Duron Marshall,Benjamin Genocchio,Dan Schoen,Jeffrey Tambor,Kimberly Guilfoyle,André Balazs,Jesse Lacey,Louis C.K.,Matthew Weiner,Roy Moore,"Robert ""R."" Kelly",Tony Cornish,Tony Mendoza,Nelly,Ben Affleck,Calvin Smyre,Eddie Berganza,Gary Goddard,Oliver Stone,Jann Wenner,Jim DeCesare,Larry Nassar,Michael Meredith,David Blaine,Nick Carter,Mark Schwahn,Peter Aalbæk Jensen,Tom Sizemore
2017-10-01,1.3529411764705883,14.613729891507667,0.0,1.3529411764705883,14.613729891507667,0.0,49.32133838383838,0.02702702702702703,0.0044800000000000005,0.0,0.13043478260869565,0.03696,0.05,0.0033152,0.0044800000000000005,0.0049727999999999994,0.034482758620689655,0.13,0.0,0.09433962264150944,0.035840000000000004,0.0,0.01,0.0,0.2,0.011200000000000002,1.0869565217391304,0.08,1.3529411764705883,14.613729891507667,0.0,49.32133838383838,0.02702702702702703,0.0044800000000000005,0.0,0.13043478260869565,0.03696,0.05,0.0033152,0.0044800000000000005,0.0049727999999999994,0.034482758620689655,0.13,0.0,0.09433962264150944,0.035840000000000004,0.0,0.01,0.0,0.2,0.011200000000000002,1.0869565217391304,0.08,0.00336,0.18867924528301888,0.01,0.0,0.2692307692307692,0.04,0.6956521739130435,0.08,0.0,1.1837121212121213,0.0,0.22727272727272727,0.0011200000000000001,0.0,0.0,0.01,0.011200000000000002,0.7285714285714285,0.0,0.02,0.05,0.0,0.0,0.15,0.06,0.14,0.01,0.0,0.01,0.0,0.0,0.0,0.0,1.3,0.01,0.13,0.946969696969697,0.0,0.0,3.6534324728769167,1.3529411764705883,0.13,0.946969696969697,0.0,0.0,3.6534324728769167,0.0,0.0,0.0,0.13,0.946969696969697,0.0,0.0,3.6534324728769167,0.0,0.0,0.0,0.01008,0.32,0.04,0.01,0.0,0.0,0.0,0.0625,0.2222222222222222,0.0011200000000000001,0.03125,0.02666666666666667,0.02,0.0,0.0011200000000000001,0.0,0.03,11.363636363636363,3.5511363636363638,0.0,0.0,0.0,0.5543478260869565,0.03,0.0,0.0,0.0392,0.4032258064516129,0.4166666666666667,0.0,0.0011200000000000001,0.125
2017-10-08,1.0588235294117647,14.613729891507667,0.0,1.0588235294117647,14.613729891507667,0.0,56.62820332959221,0.02702702702702703,0.007840000000000001,0.028,0.13043478260869565,0.044800000000000006,0.05,0.0016576,0.0,0.0,0.034482758620689655,0.12,0.0011200000000000001,0.11320754716981132,0.0728,0.0,0.0,0.0,0.11,0.01344,1.7391304347826086,0.11,1.0588235294117647,14.613729891507667,0.0,56.62820332959221,0.02702702702702703,0.007840000000000001,0.028,0.13043478260869565,0.044800000000000006,0.05,0.0016576,0.0,0.0,0.034482758620689655,0.12,0.0011200000000000001,0.11320754716981132,0.0728,0.0,0.0,0.0,0.11,0.01344,1.7391304347826086,0.11,0.0044800000000000005,1.8867924528301887,0.01,0.0,0.34615384615384615,0.04,0.6956521739130435,0.07,0.0,1.1837121212121213,0.0,0.2727272727272727,0.0,0.01,0.0,0.01,0.007840000000000001,0.7714285714285715,0.0,0.02,0.1,0.0044800000000000005,0.0,0.15,0.05,0.14,0.01,0.0,0.01,0.0,0.0,0.0,0.0,1.2,0.01,0.16,0.946969696969697,0.0,0.0,1.8267162364384584,1.0588235294117647,0.16,0.946969696969697,0.0,0.0,1.8267162364384584,0.0,0.0,0.01,0.16,0.946969696969697,0.0,0.0,1.8267162364384584,0.0,0.0,0.01,0.01008,0.04,0.05,0.01,0.0,0.0,0.0,0.09375,0.5,0.0011200000000000001,0.0625,0.05333333333333334,0.03,0.0,0.0011200000000000001,0.0,0.01,15.388257575757578,16.09848484848485,0.0,0.0,0.0,1.0869565217391304,0.01,0.0,0.0,0.02352,0.3387096774193548,0.5416666666666666,0.0,0.0,0.125
2017-10-15,1.0588235294117647,12.78701365506921,0.0,1.0588235294117647,12.78701365506921,0.0,43.841189674523,0.02702702702702703,0.01904,0.0044800000000000005,0.08695652173913043,0.024640000000000002,0.07,0.0016576,0.0,0.0,0.034482758620689655,0.13,0.0,0.1509433962264151,0.017920000000000002,0.0,0.01,0.01,0.06,0.017920000000000002,1.7391304347826086,0.15,1.0588235294117647,12.78701365506921,0.0,43.841189674523,0.02702702702702703,0.01904,0.0044800000000000005,0.08695652173913043,0.024640000000000002,0.07,0.0016576,0.0,0.0,0.034482758620689655,0.13,0.0,0.1509433962264151,0.017920000000000002,0.0,0.01,0.01,0.06,0.017920000000000002,1.7391304347826086,0.15,0.0011200000000000001,1.490566037735849,0.34,0.12,1.5,0.03,0.782608695652174,0.13,0.84,1.1837121212121213,0.09090909090909091,0.3181818181818182,0.0011200000000000001,0.0,0.0,0.01,0.00336,0.5571428571428572,0.0,0.02,0.06,0.00672,0.0,0.06,0.06,0.11,0.03,0.0,0.01,0.0,0.0,0.0,0.0,1.3,0.01,0.17,0.946969696969697,0.0,0.0011200000000000001,1.8267162364384584,1.0588235294117647,0.17,0.946969696969697,0.0,0.0011200000000000001,1.8267162364384584,0.0,0.0,0.01,0.17,0.946969696969697,0.0,0.0011200000000000001,1.8267162364384584,0.0,0.0,0.01,0.00336,0.08,0.04,0.01,0.0,0.0,0.01,0.09375,0.2777777777777778,0.0,0.03125,0.08,0.02,0.0,0.0,0.0011200000000000001,0.01,6.392045454545455,4.971590909090909,0.0,0.0,0.03125,0.782608695652174,0.09,0.0,3.6534324728769167,0.031360000000000006,1.0,0.4583333333333333,0.0,0.007840000000000001,0.075
2017-10-22,1.1176470588235294,20.093878600823043,0.0,1.1176470588235294,20.093878600823043,0.0,42.01447343808454,0.1891891891891892,0.028,0.00336,0.08695652173913043,0.030240000000000003,0.05,0.0,0.00336,0.0016576,0.034482758620689655,0.13,0.0011200000000000001,0.18867924528301888,0.01904,0.0,0.0,0.0,0.11,0.02576,1.0434782608695652,0.07,1.1176470588235294,20.093878600823043,0.0,42.01447343808454,0.1891891891891892,0.028,0.00336,0.08695652173913043,0.030240000000000003,0.05,0.0,0.00336,0.0016576,0.034482758620689655,0.13,0.0011200000000000001,0.18867924528301888,0.01904,0.0,0.0,0.0,0.11,0.02576,1.0434782608695652,0.07,0.0,0.16981132075471697,0.18,0.02,0.4230769230769231,0.05,4.3478260869565215,0.07,0.71,1.65719696969697,9.090909090909092,4.545454545454546,0.012320000000000001,0.81,0.29,0.06,0.035840000000000004,1.4285714285714286,0.17,0.1,0.09,0.011200000000000002,0.0,0.07,0.1,0.17,0.01,0.0,0.0,0.02,0.0,0.0,0.0,1.1,0.01,0.17,0.7102272727272727,0.0,0.0,1.8267162364384584,1.1176470588235294,0.17,0.7102272727272727,0.0,0.0,1.8267162364384584,0.0,0.0,0.0,0.17,0.7102272727272727,0.0,0.0,1.8267162364384584,0.0,0.0,0.0,0.00672,0.12,0.05,0.01,0.0,0.0,0.0,0.125,0.2777777777777778,0.0011200000000000001,0.0625,0.04,0.03,0.0,0.0011200000000000001,0.0011200000000000001,0.01,5.681818181818182,3.787878787878788,0.0,0.0,0.0,0.6413043478260869,0.18,0.0049727999999999994,0.0,0.04256,0.5483870967741935,0.4583333333333333,0.0,0.0011200000000000001,0.125
2017-10-29,1.2941176470588236,14.613729891507667,0.0,1.2941176470588236,14.613729891507667,0.0,47.494622147399916,0.05405405405405406,0.00336,0.0,0.08695652173913043,0.02912,0.06,0.0016576,0.00336,0.0,0.1724137931034483,0.15,0.00336,0.2830188679245283,0.007840000000000001,0.01,0.01,0.0,0.09,0.01008,1.565217391304348,0.33,1.2941176470588236,14.613729891507667,0.0,47.494622147399916,0.05405405405405406,0.00336,0.0,0.08695652173913043,0.02912,0.06,0.0016576,0.00336,0.0,0.1724137931034483,0.15,0.00336,0.2830188679245283,0.007840000000000001,0.01,0.01,0.0,0.09,0.01008,1.565217391304348,0.33,0.0011200000000000001,0.1320754716981132,0.1,0.01,0.38461538461538464,0.03,0.6086956521739131,0.07,0.28,1.893939393939394,2.0,0.9545454545454546,0.0011200000000000001,0.17,0.13,0.01,0.02352,0.4,0.13,0.08,0.04,0.0044800000000000005,0.42,0.04,0.17,0.27,0.01,0.1,0.01,0.12,0.012320000000000001,0.006215999999999999,0.0011200000000000001,10.0,0.07,0.19,0.7102272727272727,0.1,0.011200000000000002,1.8267162364384584,1.2941176470588236,0.19,0.7102272727272727,0.1,0.011200000000000002,1.8267162364384584,0.3181818181818182,0.37,0.06,0.19,0.7102272727272727,0.1,0.011200000000000002,1.8267162364384584,0.3181818181818182,0.37,0.06,0.07392,0.16,0.03,0.01,0.0,0.0,0.0,0.09375,0.2222222222222222,0.0011200000000000001,0.03125,0.04,0.03,0.0,0.00336,0.00336,0.01,5.681818181818182,3.5511363636363638,0.0,0.01,0.03125,0.43478260869565216,0.1,0.0016576,0.0,0.03808,0.4032258064516129,0.375,0.0,0.007840000000000001,0.125
2017-11-05,1.0588235294117647,12.78701365506921,0.0,1.0588235294117647,12.78701365506921,0.0,42.01447343808454,0.05405405405405406,0.00336,0.015680000000000003,0.13043478260869565,0.03696,0.07,0.0,0.0,0.0,0.06896551724137931,0.14,0.0,0.3018867924528302,0.00672,0.01,0.01,0.0,0.09,0.012320000000000001,1.1304347826086956,0.18,1.0588235294117647,12.78701365506921,0.0,42.01447343808454,0.05405405405405406,0.00336,0.015680000000000003,0.13043478260869565,0.03696,0.07,0.0,0.0,0.0,0.06896551724137931,0.14,0.0,0.3018867924528302,0.00672,0.01,0.01,0.0,0.09,0.012320000000000001,1.1304347826086956,0.18,0.0,0.09433962264150944,0.07,0.0,0.3076923076923077,0.04,0.43478260869565216,0.08,0.1,1.4204545454545454,0.8181818181818182,0.45454545454545453,0.0011200000000000001,0.06,0.06,0.0,0.0168,0.3,0.04,0.04,0.04,0.00672,0.07,0.03,0.09,0.16,0.0,0.04,0.0,0.02,0.0,0.0,0.0011200000000000001,3.5,0.15,0.19,0.7102272727272727,0.15,0.00336,1.8267162364384584,1.0588235294117647,0.19,0.7102272727272727,0.15,0.00336,1.8267162364384584,1.6818181818181819,0.1,0.06,0.19,0.7102272727272727,0.15,0.00336,1.8267162364384584,1.6818181818181819,0.1,0.06,0.05376,0.12,0.04,0.06,0.045919999999999996,0.022400000000000003,0.1,1.09375,0.2222222222222222,0.030240000000000003,1.03125,1.3333333333333333,0.31,18.267162364384586,0.0011200000000000001,0.05488,0.04,5.918560606060606,4.024621212121213,0.0,0.05,3.125,0.532608695652174,0.43,0.0078736,1.8267162364384584,0.056,0.46774193548387094,0.4166666666666667,0.0,0.0044800000000000005,0.1
2017-11-12,1.1176470588235294,21.9205948372615,0.0,1.1176470588235294,21.9205948372615,0.0,47.494622147399916,0.08108108108108109,0.02688,0.0044800000000000005,0.08695652173913043,0.031360000000000006,0.07,0.0095312,0.015680000000000003,0.0016576,0.06896551724137931,0.13,0.0,0.2641509433962264,0.01904,0.01,0.01,0.0,0.08,0.01904,1.1304347826086956,0.07,1.1176470588235294,21.9205948372615,0.0,47.494622147399916,0.08108108108108109,0.02688,0.0044800000000000005,0.08695652173913043,0.031360000000000006,0.07,0.0095312,0.015680000000000003,0.0016576,0.06896551724137931,0.13,0.0,0.2641509433962264,0.01904,0.01,0.01,0.0,0.08,0.01904,1.1304347826086956,0.07,0.0011200000000000001,0.05660377358490566,0.04,0.01,0.38461538461538464,0.05,0.34782608695652173,0.07,0.02,3.5511363636363638,0.45454545454545453,0.5909090909090909,0.0011200000000000001,0.04,0.06,0.17,0.005600000000000001,0.2714285714285714,0.02,0.05,0.05,0.00672,0.02,0.02,0.08,0.15,0.1,0.01,0.0,0.01,0.0,0.0,0.0,1.5,0.04,0.31,1.4204545454545454,0.05,0.0,1.8267162364384584,1.1176470588235294,0.31,1.4204545454545454,0.05,0.0,1.8267162364384584,4.545454545454546,0.01,0.02,0.31,1.4204545454545454,0.05,0.0,1.8267162364384584,4.545454545454546,0.01,0.02,0.00672,0.12,0.08,0.03,0.0044800000000000005,0.0044800000000000005,0.02,1.15625,0.16666666666666666,0.0044800000000000005,3.125,0.48,0.19,36.53432472876917,0.00336,0.03472,0.07,5.681818181818182,6.865530303030303,0.011200000000000002,0.18,0.8125,0.3804347826086957,0.19,0.0016576,0.0,0.022400000000000003,0.41935483870967744,0.375,2.127659574468085,0.02016,2.5
2017-11-19,0.8235294117647058,14.613729891507667,0.0,0.8235294117647058,14.613729891507667,0.0,38.36104096520762,0.02702702702702703,0.01008,0.0011200000000000001,0.08695652173913043,0.04032,0.04,0.0,0.0,0.0049727999999999994,0.034482758620689655,0.11,0.0,0.2641509433962264,0.02576,0.01,0.0,0.0,0.16,0.02016,4.3478260869565215,0.13,0.8235294117647058,14.613729891507667,0.0,38.36104096520762,0.02702702702702703,0.01008,0.0011200000000000001,0.08695652173913043,0.04032,0.04,0.0,0.0,0.0049727999999999994,0.034482758620689655,0.11,0.0,0.2641509433962264,0.02576,0.01,0.0,0.0,0.16,0.02016,4.3478260869565215,0.13,0.0,0.07547169811320754,0.04,0.0,0.3076923076923077,0.04,0.34782608695652173,0.06,0.01,0.946969696969697,0.2727272727272727,0.36363636363636365,0.0,0.02,0.02,0.05,0.0044800000000000005,0.2857142857142857,0.0,0.04,0.04,0.0044800000000000005,0.01,0.02,0.06,0.12,0.02,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.03,0.2,2.3674242424242427,0.01,0.0011200000000000001,1.8267162364384584,0.8235294117647058,0.2,2.3674242424242427,0.01,0.0011200000000000001,1.8267162364384584,0.9090909090909091,0.01,0.01,0.2,2.3674242424242427,0.01,0.0011200000000000001,1.8267162364384584,0.9090909090909091,0.01,0.01,0.0,0.12,0.04,0.01,0.00336,0.01008,0.08,3.125,0.2777777777777778,0.00336,0.28125,0.10666666666666667,0.11,12.78701365506921,0.0,0.06384,0.02,7.575757575757576,6.62878787878788,0.0044800000000000005,0.02,0.09375,0.8260869565217391,0.08,0.0,1.8267162364384584,0.02912,0.3548387096774194,4.166666666666667,0.2553191489361702,0.02688,0.275
2017-11-26,1.0,12.78701365506921,0.0,1.0,12.78701365506921,0.0,47.494622147399916,0.05405405405405406,0.00672,0.0044800000000000005,0.08695652173913043,0.035840000000000004,0.07,0.0,0.0011200000000000001,0.0,0.034482758620689655,0.09,0.0,0.18867924528301888,0.007840000000000001,0.0,0.0,0.0,0.1,0.007840000000000001,0.782608695652174,0.08,1.0,12.78701365506921,0.0,47.494622147399916,0.05405405405405406,0.00672,0.0044800000000000005,0.08695652173913043,0.035840000000000004,0.07,0.0,0.0011200000000000001,0.0,0.034482758620689655,0.09,0.0,0.18867924528301888,0.007840000000000001,0.0,0.0,0.0,0.1,0.007840000000000001,0.782608695652174,0.08,0.0,0.05660377358490566,0.03,0.0,0.2692307692307692,0.23,0.9130434782608695,0.06,0.01,1.4204545454545454,0.09090909090909091,0.2727272727272727,0.0,0.02,0.03,0.01,0.0011200000000000001,0.42857142857142855,0.01,0.06,0.06,0.0,0.01,0.04,0.08,0.13,0.0,0.01,0.07,0.0,0.0,0.0,0.0011200000000000001,1.0,0.02,0.19,0.946969696969697,0.0,0.0,1.8267162364384584,1.0,0.19,0.946969696969697,0.0,0.0,1.8267162364384584,0.2727272727272727,0.01,0.02,0.19,0.946969696969697,0.0,0.0,1.8267162364384584,0.2727272727272727,0.01,0.02,0.0,0.12,0.03,0.0,0.0,0.0,0.02,0.4375,0.2777777777777778,0.0011200000000000001,0.15625,0.08,0.04,9.133581182192293,0.0044800000000000005,0.012320000000000001,0.04,5.681818181818182,4.4981060606060606,0.0,0.01,0.125,0.532608695652174,0.07,0.0049727999999999994,0.0,0.045919999999999996,0.43548387096774194,1.2916666666666667,0.10638297872340426,0.0011200000000000001,0.15
2017-12-03,1.0,21.9205948372615,0.0,1.0,21.9205948372615,0.0,52.97477085671529,0.05405405405405406,0.04032,0.0504,0.08695652173913043,0.030240000000000003,0.06,0.0,0.0,0.0,0.3103448275862069,0.11,0.0,0.11320754716981132,0.012320000000000001,0.0,0.01,0.0,0.11,0.012320000000000001,0.782608695652174,0.09,1.0,21.9205948372615,0.0,52.97477085671529,0.05405405405405406,0.04032,0.0504,0.08695652173913043,0.030240000000000003,0.06,0.0,0.0,0.0,0.3103448275862069,0.11,0.0,0.11320754716981132,0.012320000000000001,0.0,0.01,0.0,0.11,0.012320000000000001,0.782608695652174,0.09,0.06160000000000001,0.03773584905660377,0.02,0.0,0.2692307692307692,0.06,0.4782608695652174,0.07,0.04,0.946969696969697,0.36363636363636365,0.3181818181818182,0.00336,0.01,0.03,0.02,0.0011200000000000001,0.3,0.01,0.03,0.06,0.0,0.01,0.02,0.07,0.14,0.01,0.0,0.91,0.01,0.0,0.0,0.0,4.7,0.05,0.24,0.7102272727272727,0.0,0.0,1.8267162364384584,1.0,0.24,0.7102272727272727,0.0,0.0,1.8267162364384584,1.0,0.0,0.03,0.24,0.7102272727272727,0.0,0.0,1.8267162364384584,1.0,0.0,0.03,0.0,0.12,0.03,0.01,0.0,0.0,0.0,0.34375,0.2222222222222222,0.0,0.125,0.06666666666666667,0.03,18.267162364384586,0.00336,0.0044800000000000005,0.01,5.681818181818182,4.4981060606060606,0.00336,0.0,0.375,0.33695652173913043,0.04,0.0,1.8267162364384584,0.04816,0.46774193548387094,0.75,0.06382978723404255,0.00336,0.125
